url_product,product_internal_id,product_code,product_name,product_brand,product_category,variant,price,cav_points,description,member_price,normal_price,stock,image_url,vinyard,strain,harvest,origin,line,format,type,alcohol_degrees,blend,guard,pairing,Frescor,Cuerpo,Dulzura,Astringencia
https://cav.cl//tienda/producto/cono-sur-single-vineyard-pinot-noir-2020-28734,12674,28734,Cono Sur Single Vineyard Pinot Noir 2020,Cono Sur,Tinto,Pinot Noir,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 27,https://cav.cl/storage/sku_images/28734.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/la-prometida-revoltosa-sauvignon-blanc-2019-28178,12281,28178,La Prometida Revoltosa Sauvignon Blanc 2019,La Prometida,Blanco,Sauvignon Blanc,10990,91,"Dorado pálido, brillante, con ribetes verdosos. Aromas a frutas blancas frescas, pera de agua, chirimoya, limón amarillo, ají verde. En boca es de acidez media, frutal y cítrico.",Socio: $9.891,Normal: $10.990,Stock: 14,https://cav.cl/storage/sku_images/28178.jpg,,,,,,,,,,,,0.8,0.8,0.2,0.2
https://cav.cl//tienda/producto/las-veletas-grenachemouvedrecarignan-2019-27796,11949,27796,Las Veletas Grenache/Mouvedre/Carignan 2019,Las Veletas,Ensamblaje Tinto,Ensamblaje Tinto,10990,91,,Socio: $9.891,Normal: $10.990,Stock: 31,https://cav.cl/storage/sku_images/27796.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/las-veletas-cabernet-sauvignoncabernet-franc-2018-27728,11902,27728,Las Veletas Cabernet Sauvignon/Cabernet Franc 2018,Las Veletas,Ensamblaje Tinto,Ensamblaje Tinto,10990,92,,Socio: $9.891,Normal: $10.990,Stock: 22,https://cav.cl/storage/sku_images/27728.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/las-veletas-grenachemouvedrecarignan-2018-26842,11223,26842,Las Veletas Grenache/Mouvedre/Carignan 2018,Las Veletas,Ensamblaje Tinto,Ensamblaje Tinto,10990,No score available,,Socio: $9.891,Normal: $10.990,Stock: 11,https://cav.cl/storage/sku_images/26842.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/tarapaca-gran-reserva-red-blend-organico-2021-30647,13823,30647,Tarapaca Gran Reserva Red Blend Organico 2021,Tarapaca,Ensamblaje Tinto,Ensamblaje Tinto,11490,No score available,,Socio: $10.341,Normal: $11.490,Stock: 39,https://cav.cl/storage/sku_images/30647.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/tarapaca-gran-reserva-red-blend-organico-2020-29468,13216,29468,Tarapaca Gran Reserva Red Blend Organico 2020,Tarapaca,Ensamblaje Tinto,Ensamblaje Tinto,11490,No score available,,Socio: $10.341,Normal: $11.490,Stock: 29,https://cav.cl/storage/sku_images/29468.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/longavi-sauvignon-blanc-2015-21620,1622,21620,Longavi Sauvignon Blanc 2015,Longavi,Blanco,Sauvignon Blanc,11500,90,"Amarillo pálido limpio y brillante. Aromas a pasto verde, espárragos, hierba fresca, piña verde, limón de Pica. En boca es herbáceo, de acidez alta, de buena persistencia y carácter. Su final es largo y herbáceo.",Socio: $10.350,Normal: $11.500,Stock: 1,https://cav.cl/storage/sku_images/21620.jpg,,,,,,,,,,,,1.0,0.2,0.4,0.2
https://cav.cl//tienda/producto/oveja-negra-single-vineyard-cabernet-sauvignon-2017-27687,11867,27687,Oveja Negra Single Vineyard Cabernet Sauvignon 2017,Oveja Negra,Tinto,Cabernet Sauvignon,11590,No score available,,Socio: $10.431,Normal: $11.590,Stock: 15,https://cav.cl/storage/sku_images/27687.jpg,,,,,,,,,,,,,,,
https://cav.cl//tienda/producto/undurraga-supreme-extra-brut-750cc-15116,2153,15116,Undurraga Supreme Extra Brut 750cc,Undurraga,Espumoso,Sin Informacion,11650,90,"Damasco pálido brillante. Burbujas finas. Intensidad aromática media, levaduras, brioche, manzanas rojas frescas. En boca tiene una acidez media, notas a miel, final frutal.",Socio: $10.485,Normal: $11.650,Stock: 44,https://cav.cl/storage/sku_images/15116.jpg,,,,,,,,,,,,1.0,0.8,0.2,0.2
https://cav.cl//tienda/producto/emiliana-amaluna-brut-750cc-20223,2019,20223,Emiliana Amaluna Brut 750cc,Emiliana,Espumoso,Sin Informacion,11990,91,"Amarillo verdoso con ribetes plateados. Burbuja pequeña y fina que forma corona. Notas a levaduras, piña verde, ciruelas amarillas. En boca es de acidez media, notas a miel, naranjas confitadas.",Socio: $10.791,Normal: $11.990,Stock: 29,https://cav.cl/storage/sku_images/20223.jpg,,,,,,,,,,,,1.0,0.8,0.2,0.2
https://cav.cl//tienda/producto/maria-codorniu-sur-brut-750cc-18003,1902,18003,Maria Codorniu Sur Brut 750cc,Maria Codorniu Sur,Espumoso,Sin Informacion,11990,88,"Amarillo verdoso, de mediana intensidad. Burbuja pequeña. En nariz es de intensidad aromática media, notas herbales, pasto, hojas de tomate, algo mentolado, levaduras. En boca es de acidez media, simple.",Socio: $10.791,Normal: $11.990,Stock: 1,https://cav.cl/storage/sku_images/18003.jpg,,,,,,,,,,,,0.8,0.6,0.2,0.2
